AdditionalExp,AgentStatus,AgExemptYN,AnnualLeaseAmt,APXBuildingSqFt,ApxWarehouseSqFt,AssociationFee,AVMYN,Baths,Bedrooms,BlogYN,CAMSf,CeilingHeight,City,Construction,Cooling,County,DateNewListing,DeedRestrictions,Directions,DisplayAddressListing,DisplayFlagAddress,Dockage,DualCommisson,ElectricVoltage,ElementarySchool,ElevatorYN,ExclusiveAgency,ExistingMtg,ExteriorMiscellaneous,Extras,Floor,ForeclosedYN,FrontageRoad,GrossIncome,Heating,HighSchool,HOAYN,IDX,IDXYN,LeaseOption,LeaseRate,LeaseTerm,LeaseTerms,LeaseType,LeaseYN,ListAgentAgentID,ListDate,ListingAgentID,ListingBoardID,ListingFirmID,ListingID,ListingOfficeID,ListingStatus,ListOfficeOfficeID,ListPrice,Location,LotSizeArea,LotSizeDim1,LotSizeDim2,LotSizeDim4,LotSizeDimensions,MiddleSchool,ModificationTimeStamp,NaturalGasYN,NetIncome,NonRep,NonRepCommType,Offerings,OfficeIDX,OfficeSqFt,OfficeStatus,OpenHouseAgentID,OpenHouseBoardID,OpenHouseEndDate,OpenHouseEndTime,OpenHouseEndTimeAMPM,OpenHouseFirmID,OpenHouseOfficeID,OpenHouseRemarks,OpenHouseStartDate,OpenHouseStartTimeAMPM,OpenHouseTime,OpenHouseType,OpenHouseYN,OperatingExpenses,OriginalListingFirm,OverheadDoors,ParcelNumber,Parking,PendingAgentAgentID,PendingOfficeOfficeID,PhotoCount,PhotoModificationTimestamp,Photos,PostalCode,PropertyFormat,PropertySubtype,PropertyType,PropertyTypeFeatures,PublicRemarks,Restrooms,Roof,SaleIncludes,SaleYN,Sewer,ShortSaleYN,Show,ShowNoShow,SprinklerYN,StateOrProvince,StatusChangeDate,Stories,StreetDirPrefix,StreetName,StreetNumber,Subdivision,TaxAmount,TaxRange,TaxSectionCode,TaxTownship,TermsNewFinancing,TotalLivingSF,TotalUnits,TransBrokerCommType,Units,Utilities,VirtualTourURL,VirtualTourYN,VOWYN,Water,Waterfront,YearBuilt,Zoning
,"- Active",No,,7381,3114,,No,1,1,No,,"7-10 Ft.",Ocala,"Concrete Block","Central Electric",Marion,2013-11-05,,"441 to SW Fort King Street to building on corner.",Yes,Yes,None,No,,,No,Right,,"Fenced,Landscaped","Range,Refrigerator,Security Alarm System","W/W Carpet",,City,,"Central Electric,Heat Pump",,,Yes,Yes,,,,"Other-See remarks",,No,27152600271513138,2013-11-04,271513138,2715,260,398874,0,Active,27152600,799999,"Paved Street,In City Limits",.36,125,,,125,,2014-03-18T13:03:57,,,3,%,,Yes,4267,"- Active",,,,,,,,,,,,,,,"SHOWCASE PROPERTIES OF CNTRL FL INC-0",None,2853-034-002,"6-15 Spaces,Paved",,,14,2013-11-13T15:42:26,"To Follow",34471,,Office,Commercial,"R-Apartment,O-Building,O-Personal Services,IP-Income Producing","Multi office professional building on highly traveled Fort King Street in the prestigious downtown area of Ocala. Building hosts income producing office suites currently under two year lease. First floor offers 6 offices with 3 conference rooms and a full kitchen. Second floor offers 5 offices with a large conference room. There is a newly renovated 1/1 apartment on the second floor with a balcony. Adequate employee parking in rear of building with additional customer parking across the street.",4,"Built Up","Building(s) and Land",Yes,City,No,"Appointment,Call Listing Agent","Call Listing Agt",,Florida,2013-11-06,Two,SW,"FT KING ST",118,"Old Survey",7452.55,22E,18,15,"Cash,Conventional",7381,,%,1,"Street Lights",,,No,City,,1946,"B-3 Specialty Business"
0,"- Active",,,,,,No,0,0,No,0,"7-10 Ft.",OCALA,"Concrete Blk w/ Stucco","Central Electric,Zoned",Marion,2014-03-04,,"NW 3 ST TO NW 2 AVE, TURN NORTH TO BUILDING ON LEFT WITH SIGN",Yes,Yes,,No,,,,Right,,Landscaped,"Microwave,Public Restrooms,Refrigerator","Tile,W/W Carpet",No,City,,"Heat Pump",,,Yes,Yes,,0,,"Month to Month",Gross,Yes,2715590271510005,2014-03-04,271510005,2715,59,404188,0,Active,2715590,1250,"Paved Street,In City Limits",.29,,,,,,2014-03-17T14:15:43,,,3,%,,Yes,1573,"- Active",,,,,,,,,,,,,,,"FOXFIRE REALTY-0",,2860-014-001,"6-15 Spaces",,,10,2014-03-17T14:15:43,"To Follow",34475,,Office,Commercial,"O-Personal Services","PROFESSIONAL OFFICE 3 BLOCKS FROM THE COURTHOUSES. UPSTAIRS SUITE INCLUDES 2 PRIVATE OFFICES, 2 SECRETARIAL AREAS, EAT-IN BREAK ROOM, STORAGE/UTILITY ROOM AND HIS/HER RESTROOMS. COMMON AREA INCLUDES RECEPTION AREA, CONFERENCE ROOM AND LAW LIBRARY. $1250/MONTH RENT + STATE SALES TAX + 1/2 UTILITIES.",2,Tile,"Other-See Remarks",No,City,No,"Call Listing Agent","Call Listing Agt",,Florida,2014-03-05,Two,NW,"2 AVE, 2ND FLOOR",426,"Comm Nonsub",4352,22E,18,15,"Other-See Remarks",1573,,%,2,"TV Cable Available",,,No,City,,1989,Other
,"- Active",No,,,,,No,0,0,No,,"21-25 Ft.",OCALA,"Concrete Block,Prefabricated","Central Electric",Marion,2010-04-16,,"US 441 (N PINE AVE) TO EAST ON JACKSONVILLE RD, T/R NE 4 CT TO BUILDING ON LEFT",No,No,"Dock Height,Street Level",No,,,No,Right,,"Security Lighting","Private Restrooms,Security Alarm System",Concrete,No,City,,"Central Electric",,,Yes,Yes,,0,,None,,No,2715590271510005,2010-04-16,271510005,2715,59,339979,0,Active,2715590,1749000,"Paved Street,In City Limits",18.68,,,,IRREG,,2014-02-17T15:24:59,Yes,,3,%,"Title Insurance",Yes,,"- Active",,,,,,,,,,,,,,,"FOXFIRE REALTY-0","Other-See Remarks",26121-000-00,"16+ Spaces",,,2,2010-04-16T21:52:25,"To Follow",34470,,Industrial/Warehouse,Commercial,I-Warehouse,"PROPERTY INCLUDES 3 PARCEL ACCOUNT NUMBERS: 26121-000-00, 26137-005-00 & 26137-007-00. EASY TRUCK ACCESS TO THIS DISTRIBUTION/MANUFACTURING FACILITY. 7 DOCK DOORS, 1 TRUCK WELL, 1 GROUND DOOR, 21 FT CLEAR EAVE HEIGHT, ALL CITY UTILITIES.",2,Metal,"Building(s) and Land",Yes,City,No,"Appointment,Go To Site","Call Listing Agt",Yes,Florida,2011-01-28,One,NE,"6 AVE",1904,"Comm Nonsub",43683,22E,08,15,Cash,93545,,%,1,"Above Ground Electric,Street Lights",,,No,City,,,"M-2 Heavy Industrial"
,"- Active",,,18763,16327,,No,0,0,No,,"Other-See Remarks",SUMMERFIELD,Prefabricated,"Central Electric",Marion,2011-05-11,,"I-75 AT SR 484 GO EAST 3.5 MILES, SOUTH (RIGHT) ON SE 31 AVE TO BUILDING ON LEFT - SEE SIGN",Yes,Yes,"Street Level,Truck Well",No,,,,Right,,"Fenced,Security Lighting","Public Restrooms,Security Alarm System","Concrete,Vinyl",,County,,"Central Electric",,,Yes,Yes,,0,,"Owner Occupied-Will Vacat",,No,2715590271510005,2011-05-09,271510005,2715,59,358570,0,Active,2715590,595000,"Paved Street,County Zoning",1.44,,,,,,2013-10-29T13:59:13,,,3,%,"Title Insurance",Yes,2436,"- Active",,,,,,,,,,,,,,,"FOXFIRE REALTY-0","4 or More",4152-002-003,"16+ Spaces,Paved",,,4,2011-05-11T17:18:26,"To Follow",34491,,Industrial/Warehouse,Commercial,I-Warehouse,"MARBLE MANUFACTURING BUILDING. THE BUILDING INCLUDES A 2 BAY DOCK-HEIGHT LOADING WELL WITH A 14 FT ROOF OVERHANG. THERE ARE FOUR 10X14 GROUND DOORS TO THE BUILDING. 6 EXHAUST FANS. OFFICE AREA INCLUDES SHOW ROOM, 3 PRIVATE OFFICES, FILE ROOM, SUPPLY ROOM & BREAK ROOM. 16 FT EAVE HEIGHT & 19 FT CENTER CLEAR CEILING HEIGHT. THE PROPERTY IS FENCED FOR OUTSIDE STORAGE.",4,Metal,"Building(s) and Land",Yes,Septic,No,"Call Listing Agent","Call Listing Agt",,Florida,2011-05-11,One,SE,"31 AVE",13595,"Three C Ind Pk",8308.66,22E,10,17,"Cash,Lease Option,Lease Purchase",18763,,%,1,"Other-See Remarks",,,No,Well,,1986,"M-2 Heavy Industrial"
0,"- Active",,,18763,16327,,No,0,0,No,0,"Other-See Remarks",SUMMERFIELD,Prefabricated,"Central Electric",Marion,2012-07-19,,"I-75 AT SR 484 GO EAST 3.5 MILES, SOUTH (RIGHT) ON SE 31 AVE TO BUILDING ON LEFT - SEE SIGN",Yes,Yes,"Street Level,Truck Well",No,,,,Right,,"Fenced,Security Lighting","Public Restrooms,Security Alarm System","Concrete,Vinyl",,County,,"Central Electric",,,Yes,Yes,,2.88,,"Owner Occupied-Will Vacat",,Yes,2715590271510005,2012-07-19,271510005,2715,59,377154,0,Active,2715590,4500,"Paved Street,County Zoning",1.44,,,,,,2013-10-29T13:58:58,,,3,%,"Title Insurance",Yes,2436,"- Active",,,,,,,,,,,,,,,"FOXFIRE REALTY-0","4 or More",4152-002-003,"16+ Spaces,Paved",,,4,2012-07-19T21:19:13,"To Follow",34491,,Industrial/Warehouse,Commercial,I-Warehouse,"MARBLE MANUFACTURING BUILDING. THE BUILDING INCLUDES A 2 BAY DOCK-HEIGHT LOADING WELL WITH A 14 FT ROOF OVERHANG. THERE ARE FOUR 10X14 GROUND DOORS TO THE BUILDING. 6 EXHAUST FANS. OFFICE AREA INCLUDES SHOW ROOM, 3 PRIVATE OFFICES, FILE ROOM, SUPPLY ROOM & BREAK ROOM. 16 FT EAVE HEIGHT & 19 FT CENTER CLEAR CEILING HEIGHT. THE PROPERTY IS FENCED FOR OUTSIDE STORAGE. $4500/MONTH GROSS RENT.",4,Metal,"Building(s) and Land",No,Septic,No,"Call Listing Agent","Call Listing Agt",,Florida,2011-05-11,One,SE,"31 AVE",13595,"Three C Ind Pk",8308.66,22E,10,17,"Cash,Lease Option,Lease Purchase",18763,,%,1,"Other-See Remarks",,,No,Well,,1986,"M-2 Heavy Industrial"
0,"- Active",,,11400,,,No,0,0,No,0,"11-14 Ft.",DUNNELLON,Prefabricated,"Central Electric",Marion,2012-10-16,,"CENTER IS LOCATED EAST OF THE RAINBOW RIVER ON CR 484, E PENNSYLVANIA AVE AT SAN MATEO BLVD SOUTH OF HWY",Yes,Yes,,No,,,No,Right,,"Security Lighting","Public Restrooms","Concrete,Hardwood/Parquet,Tile,W/W Carpet",No,"City,County",,"Central Electric",,,Yes,Yes,,0,,"Varied Terms",Gross,Yes,2715590271510005,2012-10-16,271510005,2715,59,381287,0,Active,2715590,675,"Highway Frontage,In City Limits",1.09,,,,,,2014-03-26T19:07:12,,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"FOXFIRE REALTY-0","1-3 Doors",3448-387-000,"Paved,Other-See Remarks",,,3,2012-10-17T18:07:40,"To Follow",34432,,Retail,Commercial,"Rt-Strip Stores,OT-Other See Remarks","RIVER OAKS CENTER 1100 & 1200 SF UNITS AVAILABLE. ALL UNITS AIR CONDITIONED. PAVED PARKING. ZONED B-4, CITY OF DUNNELLON. $675/MONTH GROSS RENT PLUS STATE SALES TAX.",5,Metal,"Building(s) and Land,Leases",No,City,No,"Call Listing Agent,Go To Site","Call Listing Agt",,Florida,2014-01-16,One,E,"PENNSYLVANIA AVE",19140,"Dunnellon Hts",6185,18E,36,16,"Cash,Conventional",11400,,%,5,"Above Ground Electric",,,No,City,,1989,"B-4 Regional Business"
0,"- Active",No,,5939,,,No,0,0,No,2.5,"7-10 Ft.",OCALA,Brick,"Central Electric,Zoned",Marion,2012-12-14,,"SW 1ST AVE 2 BLOCKS NORTH OF SW 17 ST, ACROSS FROM MUNROE REGIONAL HOSPITAL",Yes,Yes,,No,,,,Right,,"Security Lighting,Wheelchair Access","Security Alarm System","Tile,W/W Carpet",No,City,,"Heat Pump,Zoned",,,Yes,Yes,,12,,"Other-See remarks","Other- see comments",Yes,2715590271510005,2012-12-12,271510005,2715,59,383725,0,Active,2715590,3155,,0,,,,,,2013-12-10T15:39:29,,,3,%,,Yes,2463,"- Active",,,,,,,,,,,,,,,"FOXFIRE REALTY-0",,28609-003-01,"Other-See Remarks",,,2,2012-12-20T12:40:56,"To Follow",34471,,Office,Commercial,"O-Personal Services","PRIME LOCATION FOR DOCTOR'S OFFICE OR MEDICAL RECORDS OFFICE, WALK TO BOTH REGIONAL HOSPITALS. AMPLE PARKING. OFFICE INCLUDES 3 OR 4 EXAM ROOMS OR OFFICES, 4 PRIVATE OFFICES, KITCHEN/LAB, CONFERENCE ROOM, RECEPTION AREA & RECEPTION WORKSTATION. GOOD SIGNAGE ON SW 1ST AVE FOR UNIT. LEASE RATE $12/SF/YR & CAM OF $2.50/SF/YR AND SALES TAX. ALL INCLUDED MONTHLY RATE IS $3154.70/MONTH.",4,Shingle,"Other-See Remarks",,City,No,"Call Listing Agent","Call Listing Agt",,Florida,2012-12-17,One,SW,"1 AVE SUITE 102",1541,"Comm Nonsub",W/O,22E,19,15,,2463,,%,1,"TV Cable Available",,,No,City,,1985,Other
0,"- Active",,,5000,,,No,0,0,No,0,"Other-See Remarks",OCALA,Prefabricated,"Central Electric",Marion,2013-07-11,,"SR 40/SILVER SPRINGS BLVD WEST TO SW 33 AVE, SOUTH TO SW 7 ST, RIGHT TO BUILDING ON LEFT, SEE SIGN",Yes,Yes,"Dock Height,Street Level",No,,,No,Right,,"Fenced,Security Lighting",,Concrete,No,City,,"Heat Pump",,,Yes,Yes,,0,,"Other-See remarks",Gross,Yes,2715590271510005,2013-07-09,271510005,2715,59,393093,0,Active,2715590,2000,"Paved Street,In City Limits",1,,,,,,2013-07-12T16:10:27,No,,3,%,,Yes,318,"- Active",,,,,,,,,,,,,,,"FOXFIRE REALTY-0","12 Ft. or More,Other-See Remarks",22774-004-00,"Paved,Other-See Remarks",,,2,2013-07-12T16:10:27,"To Follow",34474,,Industrial/Warehouse,Commercial,I-Warehouse,"DOCK HIGH 5000 SF WAREHOUSE 1 MILE FROM I-75 AT SR 40. 12X14 GROUND DOOR, 13X12 DOCK DOOR, 16 FT EAVE HEIGHT CLEAR SPAN 17.5 FT AT CENTER. 3 PHASE 200 AMP PANEL. 2 OFFICES, 1 RESTROOM. M-2 ZONING WITH FENCED REAR STORAGE YARD.",1,Metal,"Other-See Remarks",No,City,No,"Call Listing Agent,Go To Site",Vacant,No,Florida,,One,SW,"7 ST UNIT 1-A",3310,"Comm Nonsub",0,21E,14,15,,5000,,%,1,"Other-See Remarks",,,No,City,,1974,"M-2 Heavy Industrial"
,"- Active",,,4800,,,No,0,0,No,,"11-14 Ft.",DUNNELLON,Prefabricated,"Central Electric",Marion,2013-08-08,,"CENTER IS LOCATED EAST OF THE RAINBOW RIVER ON CR 484, E PENNSYLVANIA AVE AT SAN MATEO BLVD SOUTH OF HWY",Yes,Yes,,No,,,No,Right,,"Security Lighting","Public Restrooms","Concrete,Hardwood/Parquet,Tile,W/W Carpet",No,"City,County",,"Central Electric",,,Yes,Yes,,0,,"Varied Terms",,No,2715590271510005,2013-08-08,271510005,2715,59,394592,0,Active,2715590,250000,"Highway Frontage,In City Limits",.5,,,,,,2014-03-26T19:06:35,,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"FOXFIRE REALTY-0","1-3 Doors",3448-387-000,"Paved,Other-See Remarks",,,3,2013-08-09T14:26:51,"To Follow",34432,,Retail,Commercial,"Rt-Strip Stores,OT-Other See Remarks","RIVER OAKS CENTER BUILDING 2 FEATURES FOUR 1200 SF UNITS. ALL UNITS ARE AIR CONDITIONED. 20 STRIPED PARKING SPACES. CENTER IS IN GOOD REPAIR WITH NO DEFERRED MAINTENANCE.",4,Metal,"Building(s) and Land,Leases",Yes,City,No,"Call Listing Agent,Go To Site","Call Listing Agt",,Florida,2014-01-16,One,E,"PENNSYLVANIA AVE",19120,"Dunnellon Hts",TBD,18E,36,16,"Cash,Conventional",4800,,%,4,"Above Ground Electric",,,No,City,,1995,"B-4 Regional Business"
,"- Active",,,6600,,,No,0,0,No,,"11-14 Ft.",DUNNELLON,Prefabricated,"Central Electric",Marion,2013-08-08,,"CENTER IS LOCATED EAST OF THE RAINBOW RIVER ON CR 484, E PENNSYLVANIA AVE AT SAN MATEO BLVD SOUTH OF HWY",Yes,Yes,,No,,,No,Right,,"Security Lighting","Public Restrooms","Concrete,Hardwood/Parquet,Tile,W/W Carpet",No,"City,County",,"Central Electric",,,Yes,Yes,,0,,"Varied Terms",,No,2715590271510005,2013-08-08,271510005,2715,59,394593,0,Active,2715590,290000,"Highway Frontage,In City Limits",.5,,,,,,2014-03-26T19:06:52,,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"FOXFIRE REALTY-0","1-3 Doors",3448-387-000,"Paved,Other-See Remarks",,,3,2013-08-09T15:08:03,"To Follow",34432,,Retail,Commercial,"Rt-Strip Stores,OT-Other See Remarks","RIVER OAKS CENTER BUILDING 1 FEATURES THREE 1100 SF UNITS AND ONE 3300 SF UNIT. ALL UNITS ARE AIR CONDITIONED. 20 STRIPED PARKING SPACES. CENTER IS IN GOOD REPAIR WITH NO DEFERRED MAINTENANCE.",4,Metal,"Building(s) and Land,Leases",Yes,City,No,"Call Listing Agent,Go To Site","Call Listing Agt",,Florida,2014-01-16,One,E,"PENNSYLVANIA AVE",19140,"Dunnellon Hts",TBD,18E,36,16,"Cash,Conventional",6600,,%,4,"Above Ground Electric",,,No,City,,1989,"B-4 Regional Business"
0,"- Active",No,,3900,2400,,No,0,0,No,0,"11-14 Ft.",OCALA,Prefabricated,"Central Gas",Marion,2013-11-05,,"SR 40 WEST OF I-75, SOUTH ON SW 52 AVE TO STOP, T/R SW 6 PL TO 1ST BUILDING ON RIGHT",Yes,Yes,"Dock Height",No,,,,Right,,"Fenced,Security Lighting","Security Alarm System","Concrete,Vinyl",No,City,,"Central Electric",,,Yes,Yes,,11.26,,None,,No,2715590271510005,2013-11-04,271510005,2715,59,398862,0,Active,2715590,495000,"Paved Street,In City Limits",2.93,425,,,300,,2013-11-05T17:56:00,,,3,%,,Yes,1500,"- Active",,,,,,,,,,,,,,,"FOXFIRE REALTY-0","Other-See Remarks",2318-005-007,"Other-See Remarks",,,2,2013-11-05T16:56:50,"To Follow",34474,,Industrial/Warehouse,Commercial,"I-Warehouse,OT-Other See Remarks","WELL LOCATED FREIGHT TERMINAL FACILITY JUST WEST OF I-75 & SR 40. 1500 SF OFFICE, 2400 SF WAREHOUSE WITH 14 FT EAVE HEIGHT, TWELVE 9X10 OVERHEAD DOCK DOORS WITH DOCK LEVELERS. APPROXIMATELY 65,000 SF OF CONCRETE & ASPHALT STAGING & STORAGE YARD. PROPERTY IS COMPLETELY FENCED. THE PROPERTY IS IN VERY GOOD CONDITION & READY FOR IMMEDIATE OCCUPANCY.",2,Metal,"Building(s) and Land",Yes,Septic,No,"Call Listing Agent,Go To Site","Call Listing Agt",No,Florida,2013-11-05,One,SW,"6 PL",5287,"Airport Com Ctr",5783,21E,16,15,"Cash,Conventional",5330,,%,1,"Underground Electric",,,No,City,,1995,"M-1 Light Industrial"
0,"- Active",,,2100,1572,,No,0,0,No,0,"15-20 Ft.",OCALA,"Concrete Block","Wall/Window Unit",Marion,2013-12-30,,"NE 36 AVE, NORTH OF NE 35 ST TO BUILDING ON RIGHT BEFORE LILES COLLISION - SEE SIGN",Yes,Yes,"Street Level",No,,,,Right,,"Security Lighting",,,No,,,"Wall/Window Unit",,,Yes,Yes,,4.57,,"Other-See remarks",Gross,Yes,2715590271510005,2013-12-27,271510005,2715,59,401092,0,Active,2715590,800,"Highway Frontage,County Zoning",.55,100,,,120,,2014-02-17T14:58:09,,,3,%,,Yes,525,"- Active",,,,,,,,,,,,,,,"FOXFIRE REALTY-0","Other-See Remarks",15856-435-13,Paved,,,1,2014-02-17T14:58:09,"To Follow",34479,,Industrial/Warehouse,Commercial,I-Warehouse,"GOOD EXPOSURE, GOOD SIGNAGE, RIGHT ON NE 36 AVE. 14X14 ROLL UP DOOR, 2 OFFICES, RESTROOM. RENT INCLUDES SALES TAX. READY FOR OCCUPANCY.",1,Shingle,"Other-See Remarks",No,Septic,No,"Call Owner,Go To Site","Call Listing Agt",,Florida,2014-01-02,One,NE,"36 AVE",4263,"Mayos Add",W/O,22E,35,14,,2100,,%,3,"TV Cable Available",,,No,"Private Water",,,"B-5 Heavy Business"
,"- Active",,,,93117,,No,0,0,No,,"21-25 Ft.",OCALA,"Concrete Block","Central Electric",Marion,2013-10-16,,"FROM I-75, WEST ON SR 40 TO SW 57 AVE, SOUTH TO BUILDING ON LEFT",Yes,Yes,"Dock Height",No,,,No,Right,,"Fenced,Fuel Pumps","Private Restrooms,Security Alarm System","Concrete,Vinyl,W/W Carpet",No,City,,Zoned,,,Yes,Yes,,,,"4-10 Years",,No,2715590271510005,2013-10-16,271510005,2715,59,397869,0,Active,2715590,4295000,"Paved Street,In City Limits",6.12,,,,,,2014-04-11T18:23:05,Yes,,2,%,,Yes,6883,"- Active",,,,,,,,,,,,,,,"FOXFIRE REALTY-0","12 Ft. or More,12 or More Ft. Wide,4 or More",2318-006-002,"6-15 Spaces",,,5,2013-10-16T13:52:57,Attached,34474,,Industrial/Warehouse,Commercial,I-Warehouse,"1ST CLASS CROSS DOCK WAREHOUSE. 15 DOCK DOORS, 2 GROUND RAMP DOORS, 1 DOUBLEWIDE DOOR & INDOOR TRUCK LEVEL BAY. 19.5'-23' CLEAR CEILING HEIGHT. 1 LARGE CORPORATE OFFICE AREA & 2 SMALL WAREHOUSE OFFICES WITH RESTROOMS ON EACH END OF BUILDING. CONCRETE TILT CONSTRUCTION, CONCRETE PARKING LOT. FIRE SPRINKLERS, NATURAL GAS HEATERS, 2200 AMP, 208/480 VOLT, 3 PHASE POWER.",5,Metal,"Other-See Remarks",Yes,City,No,"Call Listing Agent","Call Listing Agt",,Florida,2013-10-18,One,SW,"57 AVE",331,"Airport Com Ctr",39789,21E,16,15,,100000,,%,1,"Other-See Remarks",,,No,City,,1987,"M-1 Light Industrial"
,"- Active",No,,5406,3564,,No,0,0,No,,"11-14 Ft.",OCALA,"Concrete Block",Zoned,Marion,2013-10-23,,"301/441/PINE AVE TO OLD JACKSONVILLE RD, NW 20 ST, TURN EAST TO 2ND BUILDING ON RIGHT, PAST NW 4 AVE, SEE SIGN",Yes,Yes,"Other-See Remarks",No,200,,,Right,,,"Private Restrooms",Concrete,,"City,County",13800,Zoned,,,Yes,Yes,,0,,None,,No,2715590271510005,2013-10-23,271510005,2715,59,398221,0,Active,2715590,97500,"In City Limits",.71,250,+,-,100,,2013-10-23T18:02:17,,,3,%,,Yes,1842,"- Active",,,,,,,,,,,,,,,"FOXFIRE REALTY-0","11-12 Ft.,1-3 Doors,Other-See Remarks",25402-001-00,"Other-See Remarks",,,6,2013-10-23T18:02:17,"To Follow",34475,,Other,Commercial,"I-Auto/Marine Services","AUTOMOTIVE GARAGE IN NEED OF REPAIR. B-5 ZONING, FENCED STORAGE YARD. BUILDING FEATURES SHOWROOM, OFFICE, PARTS STORAGE ROOM & 2 RESTROOMS. WORKSHOP WITH TWO 12 WIDE BY 10 HIGH GROUND DOORS. WELL & SEPTIC. ESTATE SALE, SOLD ""AS IS"". PRESENT ALL OFFERS!",2,Shingle,"Building(s) and Land",Yes,Septic,No,"Call Listing Agent,Go To Site","Call Listing Agt",,Florida,2013-10-23,One,NW,"20 ST",360,"Comm Nonsub",2061,22E,07,15,Cash,5406,,%,1,"Above Ground Electric",,,No,Well,,1942,"B-5 Heavy Business"
0,"- Active",,,,53400,,No,0,0,No,1.1,"21-25 Ft.",OCALA,"Concrete Block","Central Electric",Marion,2013-10-16,,"FROM I-75, WEST ON SR 40 TO SW 57 AVE, SOUTH TO BUILDING ON LEFT",Yes,Yes,"Dock Height,Other-See Remarks",No,,,No,Right,,Fenced,"Private Restrooms,Security Alarm System","Concrete,Vinyl",No,City,,Zoned,,,Yes,Yes,,3,,"Other-See remarks",Net,Yes,2715590271510005,2013-10-16,271510005,2715,59,397868,0,Active,2715590,12500,"Paved Street,In City Limits",6.12,,,,,,2014-04-11T18:23:16,Yes,,3,%,,Yes,1600,"- Active",,,,,,,,,,,,,,,"FOXFIRE REALTY-0","12 Ft. or More,12 or More Ft. Wide,4 or More",2318-006-002,"6-15 Spaces",,,5,2013-10-16T13:52:37,Attached,34474,,Industrial/Warehouse,Commercial,I-Warehouse,"1ST CLASS CROSS DOCK WAREHOUSE. 12 DOCK DOORS, 1 GROUND RAMP DOOR. 19.5'-23' CLEAR CEILING HEIGHT. OFFICE W/RESTROOMS. CONCRETE TILT CONSTRUCTION, CONCRETE TRUCK COURT. FIRE SPRINKLERS, GAS HEATERS, 1600 AMP, 208/480 VOLT, 3 PHASE POWER. $12,500 NNN RENT/MO. ESTIMATED REAL ESTATE TAXES & INSURANCE $1.1 SF/YR. RENT DOES NOT INCLUDE REAL ESTATE TAXES, INSURANCE, STATE SALES TAX",5,Metal,"Other-See Remarks",,Septic,No,"Call Listing Agent","Call Listing Agt",Yes,Florida,2013-10-18,One,SW,"57 AVE",331,"Airport Com Ctr",39789,21E,16,15,,50000,,%,1,"Other-See Remarks",,,No,Well,,1987,"M-1 Light Industrial"
,"- Active",,,,,,No,0,0,No,,"7-10 Ft.",OCALA,"Brick,Frame","Central Electric",Marion,2013-08-07,,"FROM PINE AVE, EAST ON SW 12 ST TO BUILDING ON RIGHT",Yes,Yes,None,No,,,,Right,,"Landscaped,Security Lighting,Wheelchair Access","Private Restrooms,Public Restrooms,Storage Area,Wheelchair Accessible",Tile,No,City,,"Central Electric",,,Yes,Yes,,,,None,,No,2715590271510005,2013-08-01,271510005,2715,59,394503,0,Active,2715590,335000,"Paved Street,In City Limits",0,,,,,,2013-08-07T17:34:05,,,3,%,,Yes,3172,"- Active",,,,,,,,,,,,,,,"FOXFIRE REALTY-0",None,28605-001-03,"6-15 Spaces",,,3,2013-08-07T17:34:05,Attached,34471,,Office,Commercial,"O-Medical Office","TURN-KEY DOCTOR'S OFFICE IN GREAT CONDITION. SET UP FOR 2 DOCTORS WITH 7 EXAM ROOMS, 3 RESTROOMS, LARGE RECEPTIONIST WORK/BILLING AREA, 2 DOCTOR'S OFFICES, CONSULTATION ROOM, STORAGE ROOM & BREAK ROOM/KITCHEN, LOTS OF BUILT-IN DESK & CABINETRY, UPDATED A/C SYSTEMS. WALK TO TWO REGIONAL HOSPITALS.",3,Shingle,"Other-See Remarks",Yes,City,No,"Call Listing Agent","Call Listing Agt",,Florida,,One,SW,"12 ST SUITE A-201",40,"Comm Nonsub",4339,22E,19,15,"Cash,Conventional",3172,,%,1,"Street Lights,Underground Electric",,,No,City,,1979,"Office Park"
